inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days,year,month,quarter,days_since_last_maintenance,days_to_next_maintenance,health_grade,has_anomaly
INS000176,2016-01-06,安防区,金属探测器,安防,85,正常,2015-09-24,2016-03-17,,低,38.1,1.73,31.5,1593,2016,1,1,104,71,良好,False
INS000177,2016-01-06,安防区,报警系统,安防,82,正常,2015-12-01,2016-03-14,,低,30.5,2.12,17.1,1270,2016,1,1,36,68,良好,False
INS000178,2016-01-06,安防区,人脸识别终端,安防,95,正常,2015-09-02,2016-02-20,,低,26.0,1.81,-11.7,1707,2016,1,1,126,45,优秀,False
INS000179,2016-01-06,安防区,巡更系统,安防,81,正常,2015-11-25,2016-02-09,,低,25.7,2.14,25.6,880,2016,1,1,42,34,良好,False
INS000180,2016-01-06,安防区,对讲系统,通信,81,正常,2015-08-12,2016-02-17,,低,28.4,2.55,2.8,856,2016,1,1,147,42,良好,False
INS000181,2016-01-06,安防区,防入侵传感器,安防,88,正常,2015-08-17,2016-03-15,,低,24.5,2.02,17.7,1070,2016,1,1,142,69,良好,False
INS000182,2016-01-06,安防区,安防控制台,控制,84,正常,2015-07-28,2016-02-14,,低,44.3,3.05,27.9,793,2016,1,1,162,39,良好,False
INS000183,2016-01-06,消防区,火灾报警器,消防,86,正常,2015-07-20,2016-03-23,,低,25.1,2.56,25.1,2577,2016,1,1,170,77,良好,False
INS000184,2016-01-06,消防区,自动喷淋,消防,87,正常,2015-08-15,2016-02-19,,低,30.9,1.19,51.1,1954,2016,1,1,144,44,良好,False
INS000185,2016-01-06,消防区,消防水泵,机械,77,正常,2015-08-14,2016-03-03,,低,57.7,5.24,30.1,1088,2016,1,1,145,57,良好,False
INS000186,2016-01-06,消防区,排烟风机,暖通,85,正常,2015-11-19,2016-03-20,,低,54.5,3.93,71.5,1767,2016,1,1,48,74,良好,False
INS000187,2016-01-06,消防区,灭火器组,消防,89,正常,2015-11-21,2016-03-20,,低,17.7,1.99,27.3,2266,2016,1,1,46,74,良好,False
INS000188,2016-01-06,消防区,气体灭火系统,消防,84,正常,2015-09-08,2016-03-02,,低,20.4,2.81,16.6,1797,2016,1,1,120,56,良好,False
INS000189,2016-01-06,消防区,消防广播,通信,93,正常,2015-07-21,2016-02-06,,低,29.6,1.46,39.8,882,2016,1,1,169,31,优秀,False
INS000190,2016-01-06,消防区,防火卷帘,结构,91,正常,2015-09-10,2016-03-03,,低,32.1,2.07,20.2,3502,2016,1,1,118,57,优秀,False
INS000191,2016-01-06,消防区,消防电话,通信,82,正常,2015-07-13,2016-02-11,,低,33.8,2.42,22.6,774,2016,1,1,177,36,良好,False
INS000192,2016-01-06,消防区,应急照明,电气,95,正常,2015-09-03,2016-03-15,,低,65.1,0.66,49.3,1798,2016,1,1,125,69,优秀,False
INS000193,2016-01-06,电力区,主变压器,电气,85,正常,2015-08-11,2016-02-08,,低,47.0,2.79,73.9,1868,2016,1,1,148,33,良好,False
INS000194,2016-01-06,电力区,备用发电机,机械,87,正常,2015-10-05,2016-04-03,,低,55.7,5.29,29.2,832,2016,1,1,93,88,良好,False
INS000195,2016-01-06,电力区,UPS电源,电气,88,正常,2015-10-22,2016-02-21,,低,48.6,2.86,47.4,1424,2016,1,1,76,46,良好,False
INS000196,2016-01-06,电力区,配电柜,电气,90,正常,2015-11-14,2016-03-12,,低,68.4,2.58,59.5,2339,2016,1,1,53,66,优秀,False
INS000197,2016-01-06,电力区,电缆线路,电气,93,正常,2015-08-01,2016-03-23,,低,60.6,4.28,38.7,1520,2016,1,1,158,77,优秀,False
INS000198,2016-01-06,电力区,稳压器,电气,79,正常,2015-10-25,2016-02-11,,低,50.5,2.82,65.5,1396,2016,1,1,73,36,良好,False
INS000199,2016-01-06,电力区,电容补偿柜,电气,83,正常,2015-12-06,2016-03-29,,低,59.3,3.1,43.3,1492,2016,1,1,31,83,良好,False
INS000200,2016-01-06,电力区,接地系统,电气,82,正常,2015-10-02,2016-03-16,,低,56.5,1.56,80.9,1746,2016,1,1,96,70,良好,False
INS000201,2016-01-06,电力区,电力监控,控制,86,正常,2015-10-26,2016-02-20,,低,34.2,2.38,30.4,1032,2016,1,1,72,45,良好,False
INS000202,2016-01-06,电力区,柴油储罐,机械,94,正常,2015-10-09,2016-02-12,,低,60.7,3.61,18.8,1235,2016,1,1,89,37,优秀,False
INS000203,2016-01-13,A区,座椅系统,结构,85,正常,2015-10-11,2016-03-15,,低,18.2,1.94,30.8,2249,2016,1,1,94,62,良好,False
INS000204,2016-01-13,A区,空调机组,暖通,95,正常,2015-11-27,2016-03-25,,低,49.8,1.78,56.2,2024,2016,1,1,47,72,优秀,False
INS000205,2016-01-13,A区,照明系统,电气,88,正常,2015-11-01,2016-03-06,,低,56.8,1.08,64.0,1445,2016,1,1,73,53,良好,False
INS000206,2016-01-13,A区,消防喷淋,消防,89,正常,2015-08-26,2016-03-13,,低,25.0,0.94,23.0,2730,2016,1,1,140,60,良好,False
INS000207,2016-01-13,A区,监控摄像头,安防,90,正常,2015-10-14,2016-02-21,,低,44.4,1.98,23.6,1559,2016,1,1,91,39,优秀,False
INS000208,2016-01-13,A区,通风管道,暖通,92,正常,2015-10-24,2016-02-26,,低,32.3,3.88,63.1,1425,2016,1,1,81,44,优秀,False
INS000209,2016-01-13,A区,应急照明,电气,90,正常,2015-10-18,2016-03-08,,低,65.6,1.67,43.5,1714,2016,1,1,87,55,优秀,False
INS000210,2016-01-13,A区,排水系统,结构,91,正常,2015-12-08,2016-02-27,,低,11.1,1.34,40.5,3087,2016,1,1,36,45,优秀,False
INS000211,2016-01-13,A区,隔音墙板,结构,96,正常,2015-08-02,2016-03-19,,低,34.3,1.14,15.2,3462,2016,1,1,164,66,优秀,False
INS000212,2016-01-13,A区,电子显示屏,电气,85,正常,2015-08-17,2016-03-11,,低,60.1,3.01,69.4,2195,2016,1,1,149,58,良好,False
INS000213,2016-01-13,B区,座椅系统,结构,94,正常,2015-08-10,2016-03-18,,低,24.4,0.99,14.4,4402,2016,1,1,156,65,优秀,False
INS000214,2016-01-13,B区,空调机组,暖通,88,正常,2015-09-19,2016-03-16,,低,29.8,2.97,106.3,1333,2016,1,1,116,63,良好,False
INS000215,2016-01-13,B区,照明系统,电气,93,正常,2015-09-15,2016-02-27,,低,60.1,1.99,73.2,1725,2016,1,1,120,45,优秀,False
INS000216,2016-01-13,B区,消防喷淋,消防,89,正常,2015-10-22,2016-03-17,,低,33.0,2.74,54.0,2178,2016,1,1,83,64,良好,False
INS000217,2016-01-13,B区,监控摄像头,安防,88,正常,2015-11-08,2016-04-08,,低,14.4,1.2,12.5,1375,2016,1,1,66,86,良好,False
INS000218,2016-01-13,B区,通风管道,暖通,85,正常,2015-12-03,2016-04-11,,低,29.1,3.67,95.5,1497,2016,1,1,41,89,良好,False
INS000219,2016-01-13,B区,应急照明,电气,95,正常,2015-12-08,2016-04-04,,低,56.2,1.31,51.3,1542,2016,1,1,36,82,优秀,False
INS000220,2016-01-13,B区,排水系统,结构,85,正常,2015-09-25,2016-03-20,,低,42.4,1.28,11.8,2529,2016,1,1,110,67,良好,False
INS000221,2016-01-13,B区,隔音墙板,结构,88,正常,2015-08-13,2016-03-05,,低,45.2,0.55,21.1,2351,2016,1,1,153,52,良好,False
INS000222,2016-01-13,B区,电子显示屏,电气,90,正常,2015-10-23,2016-02-17,,低,47.3,3.26,59.3,1887,2016,1,1,82,35,优秀,False
INS000223,2016-01-13,C区,座椅系统,结构,92,正常,2015-07-22,2016-03-15,,低,24.6,2.66,32.9,3652,2016,1,1,175,62,优秀,False
INS000224,2016-01-13,C区,空调机组,暖通,76,正常,2015-10-05,2016-04-08,,低,55.3,2.38,84.4,1398,2016,1,1,100,86,良好,False
INS000225,2016-01-13,C区,照明系统,电气,82,正常,2015-11-18,2016-03-22,,低,50.2,1.52,81.5,1523,2016,1,1,56,69,良好,False
INS000226,2016-01-13,C区,消防喷淋,消防,89,正常,2015-09-07,2016-02-17,,低,41.0,2.3,-1.2,2002,2016,1,1,128,35,良好,False
INS000227,2016-01-13,C区,监控摄像头,安防,74,正常,2015-12-11,2016-04-01,,低,2.5,2.72,21.5,1310,2016,1,1,33,79,良好,False
INS000228,2016-01-13,C区,通风管道,暖通,90,正常,2015-08-14,2016-03-02,,低,52.1,2.46,70.6,1733,2016,1,1,152,49,优秀,False
INS000229,2016-01-13,C区,应急照明,电气,100,正常,2015-08-22,2016-03-03,,低,59.5,1.21,70.8,2525,2016,1,1,144,50,优秀,False
INS000230,2016-01-13,C区,排水系统,结构,92,正常,2015-09-11,2016-02-22,,低,39.8,2.21,42.7,3809,2016,1,1,124,40,优秀,False
INS000231,2016-01-13,C区,隔音墙板,结构,93,正常,2015-10-31,2016-03-17,,低,30.7,0.85,24.9,2837,2016,1,1,74,64,优秀,False
INS000232,2016-01-13,C区,电子显示屏,电气,92,正常,2015-11-19,2016-03-07,,低,58.0,2.73,54.1,2140,2016,1,1,55,54,优秀,False
INS000233,2016-01-13,VIP区,座椅系统,结构,89,正常,2015-09-10,2016-03-23,,低,22.6,0.41,30.1,3643,2016,1,1,125,70,良好,False
INS000234,2016-01-13,VIP区,空调机组,暖通,83,正常,2015-11-22,2016-03-08,,低,49.8,3.63,79.8,1261,2016,1,1,52,55,良好,False
INS000235,2016-01-13,VIP区,照明系统,电气,87,正常,2015-09-10,2016-04-10,,低,60.2,2.47,30.8,1735,2016,1,1,125,88,良好,False
INS000236,2016-01-13,VIP区,消防喷淋,消防,89,正常,2015-11-07,2016-03-23,,低,20.2,2.67,15.1,2090,2016,1,1,67,70,良好,False
INS000237,2016-01-13,VIP区,监控摄像头,安防,82,正常,2015-11-25,2016-03-20,,低,32.7,3.63,26.3,951,2016,1,1,49,67,良好,False
INS000238,2016-01-13,VIP区,电梯系统,运输,92,正常,2015-08-26,2016-03-07,,低,37.2,1.17,41.3,1477,2016,1,1,140,54,优秀,False
INS000239,2016-01-13,VIP区,通风管道,暖通,93,正常,2015-11-19,2016-03-16,,低,34.3,2.44,87.1,1610,2016,1,1,55,63,优秀,False
INS000240,2016-01-13,VIP区,应急照明,电气,96,正常,2015-07-25,2016-02-12,,低,54.6,1.82,53.1,2537,2016,1,1,172,30,优秀,False
INS000241,2016-01-13,VIP区,排水系统,结构,90,正常,2015-08-15,2016-02-21,,低,29.4,2.03,48.6,4127,2016,1,1,151,39,优秀,False
INS000242,2016-01-13,VIP区,电子显示屏,电气,93,正常,2015-10-21,2016-02-15,,低,49.4,2.7,49.7,2237,2016,1,1,84,33,优秀,False
INS000243,2016-01-13,VIP区,贵宾接待系统,控制,85,正常,2015-11-11,2016-03-14,,低,33.5,2.47,18.6,1307,2016,1,1,63,61,良好,False
INS000244,2016-01-13,舞台区,液压升降台,机械,76,正常,2015-08-29,2016-02-21,,低,60.6,4.14,42.0,956,2016,1,1,137,39,良好,False
INS000245,2016-01-13,舞台区,舞台灯光,电气,98,正常,2015-08-28,2016-03-01,,低,50.5,1.43,63.9,2210,2016,1,1,138,48,优秀,False
INS000246,2016-01-13,舞台区,音响系统,电气,86,正常,2015-11-11,2016-02-12,,低,55.9,3.49,50.0,1589,2016,1,1,63,30,良好,False
INS000247,2016-01-13,舞台区,烟雾机,特效,83,正常,2015-11-13,2016-03-30,,低,31.3,3.21,33.3,541,2016,1,1,61,77,良好,False
INS000248,2016-01-13,舞台区,吊挂系统,机械,62,预警,2015-09-14,2016-03-10,振动异常,低,61.8,4.96,37.6,869,2016,1,1,121,57,一般,True
INS000249,2016-01-13,舞台区,旋转舞台,机械,70,正常,2015-08-25,2016-04-02,,低,57.9,4.0,-21.0,757,2016,1,1,141,80,良好,False
INS000250,2016-01-13,舞台区,LED地屏,电气,84,正常,2015-09-05,2016-03-31,,低,48.2,0.53,54.8,1887,2016,1,1,130,78,良好,False
INS000251,2016-01-13,舞台区,舞台幕布,结构,85,正常,2015-08-26,2016-03-29,,低,29.4,0.98,50.9,2474,2016,1,1,140,76,良好,False
INS000252,2016-01-13,舞台区,线缆卷扬机,机械,80,正常,2015-09-05,2016-03-12,,低,54.8,6.35,31.1,712,2016,1,1,130,59,良好,False
INS000253,2016-01-13,舞台区,舞台监控,安防,87,正常,2015-07-30,2016-03-10,,低,38.7,2.34,12.9,982,2016,1,1,167,57,良好,False
INS000254,2016-01-13,灯光区,主灯阵列,电气,83,正常,2015-09-16,2016-02-23,,低,62.6,3.6,55.1,1358,2016,1,1,119,41,良好,False
INS000255,2016-01-13,灯光区,追光灯,电气,85,正常,2015-11-26,2016-02-29,,低,59.2,1.85,36.7,2055,2016,1,1,48,47,良好,False
INS000256,2016-01-13,灯光区,灯光控制台,控制,92,正常,2015-08-13,2016-04-10,,低,9.6,2.98,12.4,945,2016,1,1,153,88,优秀,False
INS000257,2016-01-13,灯光区,配电柜,电气,78,正常,2015-09-12,2016-03-23,,低,73.3,0.83,52.4,1202,2016,1,1,123,70,良好,False
INS000258,2016-01-13,灯光区,散热系统,暖通,80,正常,2015-08-31,2016-03-30,,低,48.1,3.63,94.6,1261,2016,1,1,135,77,良好,False
INS000259,2016-01-13,灯光区,特效灯,电气,95,正常,2015-11-21,2016-03-01,,低,59.3,0.87,56.4,1668,2016,1,1,53,48,优秀,False
INS000260,2016-01-13,灯光区,激光投影,电气,88,正常,2015-08-23,2016-03-01,,低,48.8,2.32,50.1,2119,2016,1,1,143,48,良好,False
INS000261,2016-01-13,灯光区,灯光桁架,结构,85,正常,2015-12-08,2016-03-05,,低,35.9,1.43,22.9,2502,2016,1,1,36,52,良好,False
INS000262,2016-01-13,灯光区,调光器,电气,86,正常,2015-11-03,2016-03-28,,低,54.8,1.36,47.8,2288,2016,1,1,71,75,良好,False
INS000263,2016-01-13,灯光区,信号放大器,通信,72,正常,2015-09-07,2016-03-29,,低,21.9,2.02,20.3,1017,2016,1,1,128,76,良好,False
INS000264,2016-01-13,音响区,主扩音箱,电气,88,正常,2015-09-09,2016-04-03,,低,40.7,0.62,70.0,1562,2016,1,1,126,81,良好,False
INS000265,2016-01-13,音响区,低音炮阵列,电气,82,正常,2015-10-19,2016-03-07,,低,49.5,2.7,49.5,1335,2016,1,1,86,54,良好,False
INS000266,2016-01-13,音响区,调音台,控制,100,正常,2015-12-13,2016-03-14,,低,43.5,0.84,16.7,1553,2016,1,1,31,61,优秀,False
INS000267,2016-01-13,音响区,无线麦克风,通信,83,正常,2015-10-08,2016-03-03,,低,38.2,1.36,-8.1,862,2016,1,1,97,50,良好,False
INS000268,2016-01-13,音响区,功放系统,电气,74,正常,2015-08-09,2016-03-06,接触不良,低,42.8,1.58,36.2,1333,2016,1,1,157,53,良好,True
INS000269,2016-01-13,音响区,音频处理器,控制,76,正常,2015-08-24,2016-03-10,,低,37.1,2.12,49.3,1158,2016,1,1,142,57,良好,False
INS000270,2016-01-13,音响区,返听音箱,电气,85,正常,2015-09-20,2016-03-12,,低,51.2,3.12,56.2,2349,2016,1,1,115,59,良好,False
INS000271,2016-01-13,音响区,信号分配器,通信,84,正常,2015-07-19,2016-02-15,,低,27.2,0.54,38.8,735,2016,1,1,178,33,良好,False
INS000272,2016-01-13,音响区,录音系统,控制,87,正常,2015-10-19,2016-02-20,,低,33.6,1.82,28.5,928,2016,1,1,86,38,良好,False
INS000273,2016-01-13,音响区,降噪系统,电气,80,正常,2015-10-31,2016-03-13,,低,42.8,1.43,44.5,1772,2016,1,1,74,60,良好,False
INS000274,2016-01-13,安防区,视频监控,安防,86,正常,2015-09-28,2016-03-30,,低,39.4,1.35,18.7,1493,2016,1,1,107,77,良好,False
INS000275,2016-01-13,安防区,门禁系统,安防,88,正常,2015-08-21,2016-03-30,,低,23.1,2.71,2.3,1468,2016,1,1,145,77,良好,False
INS000276,2016-01-13,安防区,X光安检机,安防,86,正常,2015-08-26,2016-04-11,,低,30.8,2.38,33.9,1616,2016,1,1,140,89,良好,False
INS000277,2016-01-13,安防区,金属探测器,安防,83,正常,2015-09-27,2016-03-08,,低,23.7,2.38,15.2,1012,2016,1,1,108,55,良好,False
INS000278,2016-01-13,安防区,报警系统,安防,83,正常,2015-11-15,2016-03-29,,低,28.3,2.37,36.8,1261,2016,1,1,59,76,良好,False
INS000279,2016-01-13,安防区,人脸识别终端,安防,87,正常,2015-08-31,2016-03-26,,低,35.8,1.71,27.4,1085,2016,1,1,135,73,良好,False
INS000280,2016-01-13,安防区,巡更系统,安防,86,正常,2015-10-26,2016-04-08,,低,29.2,1.63,32.8,1020,2016,1,1,79,86,良好,False
INS000281,2016-01-13,安防区,对讲系统,通信,72,正常,2015-08-05,2016-03-26,,低,48.5,1.44,35.0,581,2016,1,1,161,73,良好,False
INS000282,2016-01-13,安防区,防入侵传感器,安防,82,正常,2015-11-09,2016-03-02,,低,29.8,2.5,34.7,934,2016,1,1,65,49,良好,False
INS000283,2016-01-13,安防区,安防控制台,控制,87,正常,2015-11-27,2016-02-20,,低,56.7,1.98,10.6,1323,2016,1,1,47,38,良好,False
INS000284,2016-01-13,消防区,火灾报警器,消防,90,正常,2015-09-17,2016-04-09,,低,28.7,2.07,36.3,1937,2016,1,1,118,87,优秀,False
INS000285,2016-01-13,消防区,自动喷淋,消防,90,正常,2015-10-04,2016-03-06,,低,34.2,1.01,34.4,2166,2016,1,1,101,53,优秀,False
INS000286,2016-01-13,消防区,消防水泵,机械,72,正常,2015-11-23,2016-03-01,,低,65.4,4.92,33.6,703,2016,1,1,51,48,良好,False
INS000287,2016-01-13,消防区,排烟风机,暖通,82,正常,2015-07-31,2016-04-05,,低,31.2,4.16,65.2,1593,2016,1,1,166,83,良好,False
INS000288,2016-01-13,消防区,灭火器组,消防,89,正常,2015-08-14,2016-03-27,,低,41.2,1.52,6.9,2360,2016,1,1,152,74,良好,False
INS000289,2016-01-13,消防区,气体灭火系统,消防,84,正常,2015-09-16,2016-04-01,,低,27.0,1.51,33.3,1892,2016,1,1,119,79,良好,False
INS000290,2016-01-13,消防区,消防广播,通信,77,正常,2015-07-21,2016-02-16,,低,39.7,1.2,23.4,670,2016,1,1,176,34,良好,False
INS000291,2016-01-13,消防区,防火卷帘,结构,97,正常,2015-09-01,2016-03-16,,低,30.2,0.9,24.1,2532,2016,1,1,134,63,优秀,False
INS000292,2016-01-13,消防区,消防电话,通信,77,正常,2015-08-25,2016-02-14,,低,20.0,2.63,-10.8,835,2016,1,1,141,32,良好,False
INS000293,2016-01-13,消防区,应急照明,电气,82,正常,2015-07-21,2016-04-01,,低,46.4,1.25,58.6,2088,2016,1,1,176,79,良好,False
INS000294,2016-01-13,电力区,主变压器,电气,83,正常,2015-10-30,2016-02-26,,低,57.0,2.52,73.6,1491,2016,1,1,75,44,良好,False
INS000295,2016-01-13,电力区,备用发电机,机械,72,正常,2015-10-03,2016-02-26,,低,55.9,5.73,12.1,696,2016,1,1,102,44,良好,False
INS000296,2016-01-13,电力区,UPS电源,电气,95,正常,2015-11-21,2016-03-23,,低,50.3,2.82,57.3,2592,2016,1,1,53,70,优秀,False
INS000297,2016-01-13,电力区,配电柜,电气,78,正常,2015-10-19,2016-03-02,过热,低,60.0,2.34,68.9,1780,2016,1,1,86,49,良好,True
INS000298,2016-01-13,电力区,电缆线路,电气,92,正常,2015-10-10,2016-03-27,,低,52.0,1.4,60.9,1980,2016,1,1,95,74,优秀,False
INS000299,2016-01-13,电力区,稳压器,电气,89,正常,2015-08-23,2016-03-17,,低,61.0,2.02,69.8,2176,2016,1,1,143,64,良好,False
INS000300,2016-01-13,电力区,电容补偿柜,电气,94,正常,2015-08-06,2016-03-16,,低,55.9,1.64,57.1,2442,2016,1,1,160,63,优秀,False
INS000301,2016-01-13,电力区,接地系统,电气,96,正常,2015-11-12,2016-03-24,,低,62.2,0.77,50.5,2732,2016,1,1,62,71,优秀,False
INS000302,2016-01-13,电力区,电力监控,控制,83,正常,2015-12-04,2016-03-31,,低,43.8,2.93,27.5,1296,2016,1,1,40,78,良好,False
INS000303,2016-01-13,电力区,柴油储罐,机械,66,预警,2015-08-12,2016-02-29,,低,64.2,3.15,28.6,634,2016,1,1,154,47,一般,False
INS000304,2016-01-18,A区,座椅系统,结构,94,正常,2015-11-04,2016-02-17,,低,31.7,0.77,39.5,3256,2016,1,1,75,30,优秀,False
INS000305,2016-01-18,A区,空调机组,暖通,89,正常,2015-08-19,2016-02-29,,低,47.8,2.62,93.9,2022,2016,1,1,152,42,良好,False
INS000306,2016-01-18,A区,照明系统,电气,86,正常,2015-11-05,2016-03-29,,低,49.7,1.5,79.7,1633,2016,1,1,74,71,良好,False
INS000307,2016-01-18,A区,消防喷淋,消防,88,正常,2015-12-12,2016-03-15,,低,21.0,1.26,12.7,1776,2016,1,1,37,57,良好,False
INS000308,2016-01-18,A区,监控摄像头,安防,82,正常,2015-12-05,2016-04-04,,低,26.5,2.57,5.6,1384,2016,1,1,44,77,良好,False
INS000309,2016-01-18,A区,通风管道,暖通,81,正常,2015-12-15,2016-03-31,,低,47.0,3.45,59.5,1567,2016,1,1,34,73,良好,False
INS000310,2016-01-18,A区,应急照明,电气,74,正常,2015-08-30,2016-03-20,接触不良,低,39.0,1.66,60.0,1706,2016,1,1,141,62,良好,True
INS000311,2016-01-18,A区,排水系统,结构,87,正常,2015-07-26,2016-04-06,,低,25.8,1.5,30.5,3555,2016,1,1,176,79,良好,False
INS000312,2016-01-18,A区,隔音墙板,结构,91,正常,2015-10-16,2016-02-19,,低,18.1,0.58,8.6,2653,2016,1,1,94,32,优秀,False
INS000313,2016-01-18,A区,电子显示屏,电气,80,正常,2015-11-18,2016-02-27,,低,74.6,2.74,35.9,2113,2016,1,1,61,40,良好,False
INS000314,2016-01-18,B区,座椅系统,结构,78,正常,2015-11-25,2016-03-21,,低,25.1,1.57,30.7,2996,2016,1,1,54,63,良好,False
INS000315,2016-01-18,B区,空调机组,暖通,83,正常,2015-10-25,2016-02-23,,低,45.6,2.17,58.8,1115,2016,1,1,85,36,良好,False
INS000316,2016-01-18,B区,照明系统,电气,84,正常,2015-11-28,2016-02-22,,低,53.3,1.64,62.6,1298,2016,1,1,51,35,良好,False
INS000317,2016-01-18,B区,消防喷淋,消防,86,正常,2015-10-18,2016-03-29,,低,28.6,0.6,15.1,2326,2016,1,1,92,71,良好,False
INS000318,2016-01-18,B区,监控摄像头,安防,86,正常,2015-12-10,2016-04-10,,低,42.8,1.09,32.0,1415,2016,1,1,39,83,良好,False
INS000319,2016-01-18,B区,通风管道,暖通,71,正常,2015-12-02,2016-03-04,,低,36.2,4.18,61.7,1000,2016,1,1,47,46,良好,False
INS000320,2016-01-18,B区,应急照明,电气,83,正常,2015-07-27,2016-03-22,,低,68.5,1.27,61.3,1904,2016,1,1,175,64,良好,False
INS000321,2016-01-18,B区,排水系统,结构,91,正常,2015-10-23,2016-03-02,,低,25.8,0.67,1.0,2867,2016,1,1,87,44,优秀,False
INS000322,2016-01-18,B区,隔音墙板,结构,98,正常,2015-09-19,2016-03-16,,低,13.7,0.37,36.2,2869,2016,1,1,121,58,优秀,False
INS000323,2016-01-18,B区,电子显示屏,电气,81,正常,2015-11-14,2016-04-03,,低,49.8,3.38,80.1,2242,2016,1,1,65,76,良好,False
INS000324,2016-01-18,C区,座椅系统,结构,100,正常,2015-11-14,2016-03-20,,低,38.0,2.53,12.5,3517,2016,1,1,65,62,优秀,False
INS000325,2016-01-18,C区,空调机组,暖通,91,正常,2015-10-15,2016-03-25,,低,48.6,2.92,85.6,1443,2016,1,1,95,67,优秀,False
INS000326,2016-01-18,C区,照明系统,电气,97,正常,2015-09-03,2016-04-03,,低,41.8,0.74,59.6,2062,2016,1,1,137,76,优秀,False
INS000327,2016-01-18,C区,消防喷淋,消防,92,正常,2015-12-10,2016-04-01,,低,33.6,1.99,32.2,2626,2016,1,1,39,74,优秀,False
INS000328,2016-01-18,C区,监控摄像头,安防,76,正常,2015-10-31,2016-03-09,,低,23.8,3.21,35.8,1015,2016,1,1,79,51,良好,False
INS000329,2016-01-18,C区,通风管道,暖通,89,正常,2015-08-17,2016-03-09,,低,44.9,3.6,81.3,1643,2016,1,1,154,51,良好,False
INS000330,2016-01-18,C区,应急照明,电气,80,正常,2015-09-04,2016-03-10,,低,61.4,1.2,44.5,1411,2016,1,1,136,52,良好,False
INS000331,2016-01-18,C区,排水系统,结构,89,正常,2015-09-26,2016-02-29,,低,27.6,0.73,34.0,3907,2016,1,1,114,42,良好,False
INS000332,2016-01-18,C区,隔音墙板,结构,95,正常,2015-09-05,2016-03-22,,低,31.7,2.07,29.4,2734,2016,1,1,135,64,优秀,False
